ts_code,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,end_date,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,ann_date,UPDATE_DATE,CURRENCY,revenue,OPERATE_INCOME_YOY,interest_ni,INTEREST_NI_YOY,interest_income,INTEREST_INCOME_YOY,interest_expense,INTEREST_EXPENSE_YOY,FEE_COMMISSION_NI,FEE_COMMISSION_NI_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_INCOME_OTHER,OPERATE_INCOME_OTHER_YOY,OPERATE_INCOME_BALANCE,OPERATE_INCOME_BALANCE_YOY,OPERATE_EXPENSE,OPERATE_EXPENSE_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,BUSINESS_MANAGE_EXPENSE,BUSINESS_MANAGE_EXPENSE_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_EXPENSE_OTHER,OPERATE_EXPENSE_OTHER_YOY,OPERATE_EXPENSE_BALANCE,OPERATE_EXPENSE_BALANCE_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,operate_profit,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,total_profit,TOTAL_PROFIT_YOY,income_tax,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,n_income,NETPROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,n_income_attr_p,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,TCI_BALANCE,TCI_BALANCE_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE,OSOPINION_TYPE
601288.SH,601288,农业银行,10008271,银行,2022-06-30,中报,2022中报,058001001,2022-08-30,2023-08-30 00:00:00,CNY,362732000000,-0.7673641793,300177000000,5.9359747598,542731000000,9.98234952,242554000000,15.4392377471,49489000000,2.7808930426,56227000000,-2.1917998852,6738000000,-27.8354931991,8007000000,-27.2685984195,130000000.0,12.0689655172,4751000000.0,211.2907003982,-2346000000.0,-174.2170199304,2654000000,-89.0007874342,,,,,,,0.0,,206569000000,-2.7141457717,3399000000,6.6185696361,94411000000,5.2660333601,,,105529000000.0,9.7682498076,3213000000.0,-86.2191722067,,,,,,,,,156163000000,1.9307463856,515000000,-30.6864064603,,,629000000,53.4146341463,,,,,0.0,,156049000000,1.6354257578,27266000000,-11.2001302719,,,,,128783000000,4.8439751533,,,,,128752000000,5.2944928769,31000000.0,-94.4144144144,128788000000.0,5.5786462048,,,,,0.35,2.9411764706,0.35,2.9411764706,2854000000.0,285.8072916667,3055000000.0,297.6067270375,-201000000.0,-2110.0,,,,,34000000.0,-75.7142857143,,,,,,,,,3021000000.0,279.1814946619,,,,,,,,,2016000000.0,409.2024539877,-164000000.0,84.1392649903,,,,,,,131637000000.0,8.5245306974,131807000000.0,9.1732100851,-170000000.0,-130.0884955752,,,,,34000000.0,-75.7142857143,,,-8942000000.0,-635.4491017964,,,10111000000.0,473.9275147929,101000000.0,10000.0,,
601288.SH,601288,农业银行,10008271,银行,2022-03-31,一季报,2022一季报,058001001,2022-04-30,2023-04-29 00:00:00,CNY,185305000000,-4.703988645,150947000000,7.7330992349,267342000000,10.2400323287,116395000000,13.6703223727,31669000000,4.2738138356,35149000000,0.356898127,3480000000,-25.2095422308,1574000000,-78.7440918298,343000000.0,63.3333333333,-1650000000.0,48.0478589421,1549000000.0,296.1636828645,1216000000,-93.7154374903,,,,,,,0.0,,100101000000,-11.892229694,1564000000,4.6854082999,44304000000,1.9443613521,1000000.0,-66.6666666667,52882000000.0,5.2713301748,1350000000.0,-92.67180545,,,,,,,,,85204000000,5.3983176645,223000000,-0.8888888889,,,287000000,22.1276595745,,,,,0.0,,85140000000,5.3321786465,15008000000,2.4996585166,,,,,70132000000,5.9587840696,,,,,70321000000,6.7718376581,-189000000.0,-157.7981651376,70373000000.0,7.0100208324,,,,,0.2,11.1111111111,0.2,11.1111111111,-5929000000.0,-28.8352890048,-5815000000.0,-27.2150514111,-114000000.0,-267.7419354839,,,,,154000000.0,3950.0,,,,,,,,,-5969000000.0,-30.6984891614,,,,,,,,,-458000000.0,-5625.0,-52000000.0,95.8598726115,,,,,,,64203000000.0,4.249342383,64506000000.0,5.2471855115,-303000000.0,-202.3648648649,,,,,154000000.0,3950.0,,,-5848000000.0,,,,389000000.0,111.7771722676,51000000.0,,,
601288.SH,601288,农业银行,10008271,银行,2021-12-31,年报,2021年报,058001001,2022-03-31,2023-03-31 00:00:00,CNY,719915000000,9.4160596145,577987000000,6.0372900075,1008014000000,8.2800892009,430027000000,11.4484013342,80329000000,7.7590717017,98721000000,8.2870807099,18392000000,10.6551952349,27044000000,693.777516877,409000000.0,-21.0424710425,-4019000000.0,-235.4110512129,6894000000.0,121.2451861361,31680000000,9.8245857311,,,,,,,0.0,,424103000000,8.192300824,6606000000,13.6418372613,219308000000,14.0162621914,,,165886000000.0,0.7207086868,32189000000.0,11.2805088847,,,,,,,,,295812000000,11.2196442469,1964000000,23.9116719243,,,1896000000,-24.3415802075,,,,,0.0,,295880000000,11.631767591,53944000000,10.8818088386,,,,,241936000000,11.8003696858,,,,,241183000000,11.6975801783,753000000.0,58.5263157895,241148000000.0,11.402767191,,,,,0.65,10.1694915254,0.65,10.1694915254,7320000000.0,215.5120719583,7216000000.0,214.7582697201,104000000.0,312.2448979592,,,,,-167000000.0,-96.4705882353,,,,,,,,,7383000000.0,219.0230533613,,,,,,,,,-1724000000.0,33.46198379,,,,,,,,,249256000000.0,18.6577360125,248399000000.0,18.4900566217,857000000.0,101.1737089202,,,,,-167000000.0,-96.4705882353,,,6402000000.0,197.934832492,,,2705000000.0,-7.5213675214,11000000.0,1000.0,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2021-09-30,三季报,2021三季报,058001001,2021-10-29,2022-10-29 00:00:00,CNY,544897000000,9.3634845578,429717000000,5.8575303186,748545000000,8.0603715841,318828000000,11.178605926,65476000000,6.5308645993,79229000000,8.6296017001,13753000000,19.872744705,20984000000,3581.4035087719,328000000.0,2150.0,-4577000000.0,-221.4058355438,4542000000.0,557.3082489146,28755000000,11.4016736402,,,,,,,0.0,,313951000000,5.3392520417,4667000000,17.7643199596,139360000000,7.7811893363,,,141616000000.0,1.8292682927,28295000000.0,10.6873215194,,,,,,,,,230946000000,15.3541851893,1163000000,46.4735516373,,,813000000,-31.2764158918,,,,,0.0,,231296000000,15.7539148321,43926000000,29.5522916298,,,,,187370000000,12.9340429507,,,,,186709000000,12.9276922612,661000000.0,14.7569444444,186377000000.0,12.6498960398,,,,,0.5,11.1111111111,0.5,11.1111111111,5487000000.0,159.7777535679,5383000000.0,158.081570997,104000000.0,16.8539325843,,,,,101000000.0,74.1379310345,,,,,,,,,5282000000.0,156.6373579241,,,,,,,,,-781000000.0,26.5286923801,6063000000.0,173.3752874259,,,,,,,192857000000.0,23.0488987571,192092000000.0,23.0830348504,765000000.0,15.037593985,,,,,101000000.0,74.1379310345,,,6817000000.0,,,,-754000000.0,,8000000.0,,,
601288.SH,601288,农业银行,10008271,银行,2021-06-30,中报,2021中报,058001001,2021-08-31,2022-08-30 00:00:00,CNY,365537000000,7.7733421391,283357000000,6.1226400608,493471000000,7.6434621568,210114000000,9.7648128219,48150000000,8.8430760884,57487000000,12.1259996099,9337000000,32.7787258248,11009000000,423.5086688216,116000000.0,5900.0,-4269000000.0,-139.3601327678,3161000000.0,394.3202979516,24129000000,11.9363518278,,,,,,,0.0,,212332000000,2.8192339354,3188000000,18.293135436,89688000000,7.3387907511,,,96138000000.0,-3.0114100663,23315000000.0,10.5762390325,,,,,,,,,153205000000,15.485218073,743000000,41.2547528517,,,410000000,-35.2290679305,,,,,0.0,,153538000000,15.8296556147,30705000000,31.4145088808,,,,,122833000000,12.49473395,,,,,122278000000,12.3527574104,555000000.0,55.8988764045,121983000000.0,12.146619963,,,,,0.34,13.3333333333,0.34,13.3333333333,-1536000000.0,-125.7372654155,-1546000000.0,-126.6184573003,10000000.0,-93.75,,,,,140000000.0,1066.6666666667,,,,,,,,,-1686000000.0,-129.0890269151,,,,,,,,,-652000000.0,-215.1943462898,-1034000000.0,-119.7705544933,,,,,,,121297000000.0,5.3309366262,120732000000.0,5.31218925,565000000.0,9.496124031,,,,,140000000.0,1066.6666666667,,,1670000000.0,,,,-2704000000.0,-171.3644761151,1000000.0,,,
601288.SH,601288,农业银行,10008271,银行,2021-03-31,一季报,2021一季报,058001001,2021-04-30,2022-04-30 00:00:00,CNY,194452000000,4.1487686523,140112000000,4.7582019918,242509000000,6.1973138551,102397000000,8.2317749897,30371000000,12.2357723577,35024000000,17.7871195561,4653000000,73.9439252336,7405000000,26346.4285714286,210000000.0,1054.5454545455,-3176000000.0,-128.4894151417,391000000.0,116.3188647746,19349000000,13.0330646104,,,,,,,0.0,,113612000000,7.9223345239,1494000000,12.3308270677,43459000000,2.3262932354,3000000.0,,50234000000.0,11.9994649068,18422000000.0,10.85569864,,,,,,,,,80840000000,-0.7294250559,225000000,30.0578034682,,,235000000,6.8181818182,,,,,0.0,,80830000000,-0.684384484,14642000000,-13.981905769,,,,,66188000000,2.8322846267,,,,,65861000000,2.6080047362,327000000.0,83.7078651685,65763000000.0,2.5639825949,,,,,0.18,0.0,0.18,0.0,-4602000000.0,-142.2783647221,-4571000000.0,-142.8799249531,-31000000.0,-113.7777777778,,,,,-4000000.0,96.9696969697,,,,,,,,,-4567000000.0,-142.3183839881,,,,,,,,,-8000000.0,-102.1857923497,-1256000000.0,-112.0468060618,,,,,,,61586000000.0,-18.1581395349,61290000000.0,-18.1129504189,296000000.0,-26.5508684864,,,,,-4000000.0,96.9696969697,,,,,,,-3303000000.0,-392.3008849558,,,,
601288.SH,601288,农业银行,10008271,银行,2020-12-31,年报,2020年报,058001001,2021-03-31,2022-03-31 00:00:00,CNY,657961000000,4.8931238322,545079000000,8.8264419909,930932000000,6.6188698261,385853000000,3.648695839,74545000000,2.2186570132,91166000000,3.2270483265,16621000000,8.0057183703,3407000000,-78.4898036492,518000000.0,1051.1111111111,2968000000.0,-69.2148117415,3116000000.0,39.7936294302,28846000000,11.9711202546,,,,,,,0.0,,391990000000,8.5956178334,5813000000,2.1976090014,192348000000,0.5877923273,,,164699000000.0,18.8261606724,28926000000.0,14.2056222363,,,,,,,,,265971000000,-0.125420101,1585000000,-12.527593819,,,2506000000,62.6216742375,,,,,0.0,,265050000000,-0.5724446312,48650000000,-9.3230448073,,,,,216400000000,1.6325073735,,,,,215925000000,1.8043545908,475000000.0,-42.4939467312,216465000000.0,2.2754655113,,,,,0.59,0.0,0.59,0.0,-6337000000.0,-154.1577642937,-6288000000.0,-154.9746459171,-49000000.0,-118.6311787072,,,,,-85000000.0,-129.8245614035,,,,,,,,,-6203000000.0,-155.6173226934,,,,,,,,,-2591000000.0,-447.3190348525,-3612000000.0,-134.7074084751,,,,,,,210063000000.0,-6.4828046745,209637000000.0,-6.217790423,426000000.0,-60.8815426997,,,,,-85000000.0,-129.8245614035,,,-6537000000.0,,,,2925000000.0,,1000000.0,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2020-09-30,三季报,2020三季报,058001001,2020-10-31,2021-10-29 00:00:00,CNY,498244000000,4.897669591,405939000000,12.6128725314,692710000000,8.3537722273,286771000000,2.8476030284,61462000000,-12.0174069886,72935000000,-9.6231769123,11473000000,5.8004426411,570000000,-94.2788316772,-16000000.0,63.6363636364,3770000000.0,-68.7474094338,691000000.0,243.659043659,25812000000,11.7112438328,,,,,,,0.0,,298038000000,15.3897974354,3963000000,-1.368840219,129299000000,0.4490331803,,,139072000000.0,33.5138196865,25563000000.0,19.5314691854,,,,,,,,,200206000000,-7.6084598949,794000000,-33.389261745,,,1183000000,110.1243339254,,,,,0.0,,199817000000,-8.0548678919,33906000000,-4.5734710534,,,,,165911000000,-8.7353059282,,,,,165335000000,-8.4883572903,576000000.0,-48.5714285714,165448000000.0,-8.2149831351,,,,,0.45,-11.7647058824,0.45,-11.7647058824,-9179000000.0,-192.1864015266,-9268000000.0,-194.9687467978,89000000.0,-55.0505050505,,,,,58000000.0,-66.2790697674,,,,,,,,,-9326000000.0,-197.2775633671,,,,,,,,,-1063000000.0,-207.0493454179,-8263000000.0,-196.1484756807,,,,,,,156732000000.0,-18.261468177,156067000000.0,-18.0449509006,665000000.0,-49.5447647951,,,,,58000000.0,-66.2790697674,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2020-06-30,中报,2020中报,058001001,2020-08-31,2021-08-31 00:00:00,CNY,339172000000,4.9486507477,267009000000,12.3623922704,458431000000,8.743743625,191422000000,4.0687623003,44238000000,-13.086701114,51270000000,-10.5173135996,7032000000,9.92652806,-3403000000,-160.95289271,-2000000.0,92.0,10846000000.0,23.5448228728,-1074000000.0,-264.471669219,21556000000,9.7947333571,,,,,,,0.0,,206510000000,15.9120121688,2695000000,-2.1067925899,83556000000,0.4121952099,,,99123000000.0,34.9071112623,21085000000.0,12.3454816709,,,,,,,,,132662000000,-8.5203216152,526000000,-58.3531274743,,,633000000,51.0739856802,,,,,0.0,,132555000000,-9.1230066775,23365000000,-0.5321413367,,,,,109190000000,-10.7720720426,,,,,108834000000,-10.3841245008,356000000.0,-61.5965480043,108771000000.0,-10.2756788861,,,,,0.3,-11.7647058824,0.3,-11.7647058824,5968000000.0,47.7959385835,5808000000.0,45.5639097744,160000000.0,233.3333333333,,,,,12000000.0,-93.9393939394,,,,,,,,,5796000000.0,52.8481012658,,,,,,,,,566000000.0,269.9346405229,5230000000.0,297.4164133739,,,,,,,115158000000.0,-8.9011945257,114642000000.0,-8.6044564914,516000000.0,-47.0769230769,,,,,12000000.0,-93.9393939394,,,,,,,3789000000.0,63.1080499354,,,,
601288.SH,601288,农业银行,10008271,银行,2020-03-31,一季报,2020一季报,058001001,2020-04-29,2021-04-30 00:00:00,CNY,186706000000,7.9032080957,133748000000,12.2866521706,228357000000,9.5431803246,94609000000,5.8858421936,27060000000,-7.3858580327,29735000000,-8.0834621329,2675000000,-14.5913154534,28000000,-99.3098348533,-22000000.0,-148.8888888889,11148000000.0,257.3076923077,-2396000000.0,-242.1958456973,17118000000,8.0818285137,,,,,,,0.0,,105272000000,6.580812376,1330000000,0.5291005291,42471000000,6.1536154365,,,44852000000.0,5.3704834845,16618000000.0,11.1943793911,,,,,,,,,81434000000,9.6621284962,173000000,-72.0967741935,,,220000000,2.3255813953,,,,,0.0,,81387000000,9.0043394407,17022000000,35.7091604879,,,,,64365000000,3.6123050176,,,,,64187000000,4.7933911283,178000000.0,-79.5402298851,64119000000.0,4.8655632605,,,,,0.18,5.8823529412,0.18,5.8823529412,10885000000.0,287.7805486284,10660000000.0,247.6842791911,225000000.0,186.8725868726,,,,,-132000000.0,-222.2222222222,,,,,,,,,10792000000.0,264.8411088573,,,,,,,,,366000000.0,149.931787176,10426000000.0,322.7899432279,,,,,,,75250000000.0,15.8976096599,74847000000.0,16.3720322776,403000000.0,-34.0425531915,,,,,-132000000.0,-222.2222222222,,,,,,,1130000000.0,-7.7551020408,,,,
601288.SH,601288,农业银行,10008271,银行,2019-12-31,年报,2019年报,058001001,2020-03-31,2021-03-31 00:00:00,CNY,627268000000,4.7912754683,500870000000,4.8371567314,873140000000,11.2671461558,372270000000,21.2748074693,72927000000,-6.6725534611,88316000000,-3.5061458618,15389000000,14.9805738195,15839000000,-11.6669455134,45000000.0,304.5454545455,9641000000.0,88.30078125,2229000000.0,192.9040735874,25762000000,36.4874172185,,,,,,,0.0,,360963000000,3.6142399504,5688000000,6.7166979362,191224000000,2.1495726496,,,138605000000.0,1.4328891231,25328000000.0,33.6993243243,,,,,,,,,266305000000,6.4300444416,1812000000,-54.0917152268,,,1541000000,-38.0875853757,,,,,0.0,,266576000000,5.9211519664,53652000000,9.3978753339,,,,,212924000000,5.079676851,,,,,212098000000,4.5935803297,826000000.0,643.4210526316,211649000000.0,4.6260090661,,,,,0.59,0.0,0.59,0.0,11701000000.0,-62.2146155585,11438000000.0,-62.2458410351,263000000.0,-60.8047690015,,,,,285000000.0,91.2751677852,,,,,,,,,11153000000.0,-63.0046107407,,,,,,,,,746000000.0,-50.4318936877,10407000000.0,-63.6652468403,,,,,,,224625000000.0,-3.841214394,223536000000.0,-4.0943199516,1089000000.0,109.8265895954,,,,,285000000.0,91.2751677852,,,,,,,,,,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2019-09-30,三季报,2019三季报,058001001,2019-10-26,2020-10-31 00:00:00,CNY,474981000000,3.8327853658,360473000000,1.4231250791,639304000000,10.434462661,278831000000,24.7655313132,69857000000,12.0185369295,80701000000,14.9865352008,10844000000,38.6523462473,9963000000,-21.2411067194,-44000000.0,-251.724137931,12063000000.0,24.9663317103,-481000000.0,-361.4130434783,23106000000,34.4622905028,,,,,,,0.0,,258288000000,3.8272761259,4018000000,3.8511243215,128721000000,2.6622428878,,,104163000000.0,1.6026141241,21386000000.0,26.1190068998,,,,,,,,,216693000000,3.8393528879,1192000000,-56.1442236939,,,563000000,-58.234421365,,,,,0.0,,217322000000,3.4615402926,35531000000,-7.1012105525,,,,,181791000000,5.8130194873,,,,,180671000000,5.2793818578,1120000000.0,480.310880829,180256000000.0,5.2343978049,,,,,0.51,0.0,0.51,0.0,9957000000.0,-48.8965304866,9759000000.0,-49.0737358451,198000000.0,-38.3177570093,,,,,172000000.0,-22.1719457014,,,,,,,,,9587000000.0,-49.3876042657,,,,,,,,,993000000.0,-40.6100478469,8594000000.0,-50.2374059062,,,,,,,191748000000.0,0.2404750951,190430000000.0,-0.1803180727,1318000000.0,156.420233463,,,,,172000000.0,-22.1719457014,,,,,,,,,,,,
601288.SH,601288,农业银行,10008271,银行,2019-06-30,中报,2019中报,058001001,2019-08-31,2020-08-31 00:00:00,CNY,323179000000,5.5099215807,237632000000,1.6246637558,421570000000,11.4397796423,183938000000,27.3270986633,50899000000,16.6418406398,57296000000,18.1458264599,6397000000,31.6526034163,5583000000,-41.175850806,-25000000.0,-516.6666666667,8779000000.0,99.7497155859,653000000.0,13160.0,19633000000,31.3156310615,,,,,,,0.0,,178161000000,7.7080726191,2753000000,4.0438397581,83213000000,1.8531438573,,,73475000000.0,10.6267973561,18768000000.0,28.3457566847,,,,,,,,,145018000000,2.9292147831,1263000000,-23.6396614268,,,419000000,-57.804632427,,,,,0.0,,145862000000,3.0448174522,23490000000,-8.1560838286,,,,,122372000000,5.5149341243,,,,,121445000000,4.8847472558,927000000.0,395.7219251337,121228000000.0,4.9529465747,,,,,0.34,-2.8571428571,0.34,-2.8571428571,4038000000.0,-60.0118835413,3990000000.0,-59.3064762876,48000000.0,-83.6177474403,,,,,198000000.0,63.6363636364,,,,,,,,,3792000000.0,-60.8426270136,,,,,,,,,153000000.0,-55.2631578947,1316000000.0,-85.9130807108,,,,,,,126410000000.0,0.2665101448,125435000000.0,-0.1265984044,975000000.0,103.125,,,,,198000000.0,63.6363636364,,,,,,,2323000000.0,,,,,
601288.SH,601288,农业银行,10008271,银行,2019-03-31,一季报,2019一季报,058001001,2019-04-27,2020-04-29 00:00:00,CNY,173031000000,11.0133769608,119113000000,1.3891608005,208463000000,10.9158432962,89350000000,26.7987398178,29218000000,24.9379970923,32350000000,26.1110244815,3132000000,38.2171226831,4057000000,29.2861695347,45000000.0,1400.0,3120000000.0,119.1011235955,1685000000.0,488.2488479263,15838000000,45.7037718491,,,,,,,0.0,,98772000000,15.277421162,1323000000,8.4426229508,40009000000,2.3745554106,,,42566000000.0,25.3341970438,14945000000.0,30.993075642,,,,,,,,,74259000000,5.8076742231,620000000,-54.9418604651,,,215000000,0.9389671362,,,,,0.0,,74664000000,4.6505760659,12543000000,1.9258898098,,,,,62121000000,5.218495935,,,,,61251000000,4.2818714247,870000000.0,186.1842105263,61144000000.0,4.4553778871,,,,,0.17,0.0,0.17,0.0,2807000000.0,-27.4489532179,3066000000.0,-12.8977272727,-259000000.0,-174.212034384,,,,,108000000.0,200.0,,,,,,,,,2958000000.0,-15.0975889782,,,,,,,,,-733000000.0,32.9981718464,2466000000.0,-46.1336828309,,,,,,,64928000000.0,3.2093977014,64317000000.0,3.3105242868,611000000.0,-6.4318529862,,,,,108000000.0,200.0,,,,,,,1225000000.0,,,,,
601288.SH,601288,农业银行,10008271,银行,2018-12-31,年报,2018年报,058001001,2019-03-30,2020-03-31 00:00:00,CNY,598588000000,11.4603912923,477760000000,8.1076188537,784724000000,9.9516743053,306964000000,12.950336499,78141000000,7.1848895107,91525000000,7.3518889945,13384000000,8.3373806055,17931000000,185.6164383562,-22000000.0,-257.1428571429,5120000000.0,128.1380523192,761000000.0,-93.0950004537,18875000000,-18.3077256005,,,,,,,0.0,,348372000000,15.4761786378,5330000000,7.6115485564,187200000000,5.7567369075,,,136647000000.0,,18944000000.0,-12.1091212768,,,,,,,,,250216000000,6.3129360379,3947000000,-32.7712485096,,,2489000000,42.1473443746,,,,,0.0,,251674000000,5.0927433835,49043000000,5.8215557234,,,,,202631000000,4.9178545355,,,,,202783000000,5.0896031343,-152000000.0,-188.8888888889,202291000000.0,4.9798905005,,,,,0.59,1.724137931,0.59,1.724137931,30967000000.0,221.3820947005,30296000000.0,221.5486459378,671000000.0,214.3100511073,,,,,149000000.0,,,,,,,,,,30147000000.0,220.9508525577,,,,,,,,,1505000000.0,190.8267954134,28642000000.0,,,,,,,,233598000000.0,39.360819945,233079000000.0,38.7069514452,519000000.0,224.7596153846,,,,,149000000.0,,,,,,,,,,30000000.0,,标准无保留意见,
601288.SH,601288,农业银行,10008271,银行,2018-09-30,三季报,2018三季报,058001001,2018-10-31,2019-10-26 00:00:00,CNY,457448000000,12.0125370357,355415000000,9.6080305927,578899000000,10.0342515225,223484000000,10.7189568388,62362000000,7.267316855,70183000000,5.5177183408,7821000000,-6.6260744986,12650000000,155.2461662631,29000000.0,262.5,9653000000.0,210.0558659218,184000000.0,-97.7879297908,17184000000,-20.037226617,,,,,0.0,,0.0,,248767000000,15.1102206263,3869000000,7.9821378733,125383000000,4.318055128,103200000000.0,44.0877930274,102520000000.0,,16957000000.0,-18.1335393231,0.0,,,,,,,,208681000000,8.5308771674,2718000000,-27.7703959607,,,1348000000,54.7646383467,,,,,0.0,,210051000000,7.6246349336,38247000000,9.1897910243,,,,,171804000000,7.2822869703,,,,,171611000000,7.2501718643,193000000.0,46.2121212121,171290000000.0,7.3010304758,,,,,0.51,4.0816326531,0.51,4.0816326531,19484000000.0,230.2493482185,19163000000.0,229.4097784981,321000000.0,312.582781457,,,,,221000000.0,,,,,,221000000.0,,,,18942000000.0,227.9173419773,,,,,,,,,1672000000.0,248.2269503546,17270000000.0,,,,,,,,191288000000.0,31.7564728653,190774000000.0,31.3852426275,514000000.0,2805.2631578947,,,,,221000000.0,,,,,,,,,,15000000.0,,,
601288.SH,601288,农业银行,10008271,银行,2018-06-30,中报,2018中报,058001001,2018-08-29,2019-08-31 00:00:00,CNY,306302000000,10.5971049239,233833000000,10.6519403946,378294000000,9.7777132908,144461000000,8.3915454279,43637000000,2.7599199341,48496000000,2.6109771063,4859000000,1.2924744632,9491000000,327.908025248,6000000.0,200.0,4395000000.0,264.8537134284,-5000000.0,-100.1163331782,14951000000,-22.5938389852,,,,,0.0,,0.0,,165411000000,14.1537038826,2646000000,9.746992949,81699000000,4.1986047164,65405000000.0,46.3297313019,66417000000.0,,14623000000.0,-24.5731675865,0.0,,,,,,,,140891000000,6.6943832307,1654000000,-30.152027027,,,993000000,-17.8660049628,,,,,0.0,,141552000000,6.2622926207,25576000000,4.2216788916,,,,,115976000000,6.7231066532,,,,,115789000000,6.6265781404,187000000.0,142.8571428571,115507000000.0,6.0533999302,,,,,0.35,6.0606060606,0.35,6.0606060606,10098000000.0,170.1006594932,9805000000.0,169.1906005222,293000000.0,225.2136752137,,,,,121000000.0,,,,121000000.0,,,,,,9684000000.0,168.3367440548,9342000000.0,,,,,,,,342000000.0,146.4043419267,9342000000.0,,,,,,,,126074000000.0,33.7442316873,125594000000.0,33.0134926182,480000000.0,405.7324840764,,,,,121000000.0,,,,,,,,,,2000000.0,,,
