编号,holder_name,hold_amount,hold_ratio,hold_type,end_date,ann_date,股东说明,股东总数,平均持股数,ts_code
8,Standard Chartered Bank,1217281000.0,0.37,流通H股,2013-12-31,2014-03-26,,299012.0,1086224.0,601288.SH
9,中国双维投资公司,746268000.0,0.23,流通A股,2013-12-31,2014-03-26,,299012.0,1086224.0,601288.SH
10,国网英大国际控股集团有限公司,746268000.0,0.23,流通A股,2013-12-31,2014-03-26,,299012.0,1086224.0,601288.SH
1,中央汇金投资有限责任公司,130831990282.0,40.28,流通A股,2013-12-12,2013-12-17,,,,601288.SH
,,,,,2013-12-12,2013-12-17,,,,601288.SH
,,,,,2013-12-12,2013-12-17,,,,601288.SH
,,,,,2013-12-12,2013-12-17,,,,601288.SH
1,汇金公司,130831990282.0,40.28,流通A股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
2,财政部,127361764737.0,39.21,流通A股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
3,香港中央结算代理人有限公司,29350344140.0,9.04,流通H股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,4812906379.0,1.48,流通A股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1497207940.0,0.46,流通A股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
7,全国社会保障基金理事会转持三户,1325882341.0,0.41,"流通A股,限售流通股",2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
8,Standard Chartered Bank,1217281000.0,0.37,流通H股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
9,中国双维投资公司,746268000.0,0.23,流通A股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
10,国网英大国际控股集团有限公司,746268000.0,0.23,流通A股,2013-09-30,2013-10-31,,311332.0,1043240.0,601288.SH
1,汇金公司,130799697962.0,40.27,"流通A股,限售流通股",2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
2,财政部,127361764737.0,39.21,限售流通股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
3,香港中央结算代理人有限公司,29353289180.0,9.04,流通H股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,4523829300.0,1.39,流通A股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1465843287.0,0.45,流通A股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
7,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
8,Standard Chartered Bank,1217281000.0,0.37,流通H股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
9,国网英大国际控股集团有限公司,746268000.0,0.23,流通A股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
10,中国双维投资公司,746268000.0,0.23,流通A股,2013-06-30,2013-08-29,,307939.0,1054735.0,601288.SH
1,中央汇金投资有限责任公司,130695462077.0,40.24,"流通A股,限售流通股",2013-06-13,2013-06-18,,,,601288.SH
,,,,,2013-06-13,2013-06-18,,,,601288.SH
,,,,,2013-06-13,2013-06-18,,,,601288.SH
,,,,,2013-06-13,2013-06-18,,,,601288.SH
1,中央汇金投资有限责任公司,130652527175.0,40.23,"流通A股,限售流通股",2013-04-09,2013-04-12,,,,601288.SH
,,,,,2013-04-09,2013-04-12,,,,601288.SH
,,,,,2013-04-09,2013-04-12,,,,601288.SH
,,,,,2013-04-09,2013-04-12,,,,601288.SH
1,汇金公司,130652527175.0,40.23,"流通A股,限售流通股",2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
2,财政部,127361764737.0,39.21,限售流通股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
3,香港中央结算代理人有限公司,29355991280.0,9.04,流通H股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,4489829320.0,1.38,流通A股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1484760810.0,0.46,流通A股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
7,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
8,Standard Chartered Bank,1217281000.0,0.37,流通H股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
9,国网英大国际控股集团有限公司,746268000.0,0.23,流通A股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
10,中国双维投资公司,746268000.0,0.23,流通A股,2013-03-31,2013-04-27,,310468.0,1046143.0,601288.SH
1,汇金公司,130612164964.0,40.21,"流通A股,限售流通股",2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
2,财政部,127361764737.0,39.21,限售流通股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
3,香港中央结算代理人有限公司,29190416430.0,8.99,流通H股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,4489829320.0,1.38,流通A股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
6,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1362193958.0,0.42,流通A股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
7,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
8,Standard Chartered Bank,1217281000.0,0.37,流通H股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
9,华宝信托有限责任公司-单一类资金信托R2008ZX013,1087576095.0,0.33,流通A股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
10,中国双维投资公司,746268000.0,0.23,流通A股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
11,国网英大国际控股集团有限公司,746268000.0,0.23,流通A股,2012-12-31,2013-03-27,,300294.0,1081587.0,601288.SH
1,中央汇金投资有限责任公司,130426812699.0,40.16,"流通A股,限售流通股",2012-10-10,2012-10-13,,,,601288.SH
,,,,,2012-10-10,2012-10-13,,,,601288.SH
,,,,,2012-10-10,2012-10-13,,,,601288.SH
,,,,,2012-10-10,2012-10-13,,,,601288.SH
1,中央汇金投资有限责任公司,130397946071.0,40.15,"流通A股,限售流通股",2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
2,中华人民共和国财政部,127361764737.0,39.21,限售流通股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
3,香港中央结算代理人有限公司,29189893531.0,8.99,流通H股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,4489829320.0,1.38,流通A股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
6,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
7,Standard Chartered Bank,1217281000.0,0.37,流通H股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
8,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1192907000.0,0.37,流通A股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
9,华宝信托有限责任公司-单一类资金信托R2008ZX013,1105576095.0,0.34,流通A股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
10,生命人寿保险股份有限公司-传统-普通保险产品,960506177.0,0.3,流通A股,2012-09-30,2012-10-27,,341555.0,950877.0,601288.SH
1,中央汇金投资有限责任公司,130347041046.0,40.13,"流通A股,限售流通股",2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
2,中华人民共和国财政部,127361764737.0,39.21,限售流通股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
3,香港中央结算代理人有限公司,29193295091.0,8.99,流通H股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,4489829320.0,1.38,流通A股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
6,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
7,Standard Chartered Bank,1217281000.0,0.37,流通H股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
8,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1195593892.0,0.37,流通A股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
9,华宝信托有限责任公司-单一类资金信托R2008ZX013,1105576095.0,0.34,流通A股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
10,生命人寿保险股份有限公司-传统-普通保险产品,960506177.0,0.3,流通A股,2012-06-30,2012-08-30,,344501.0,942796.0,601288.SH
1,中央汇金投资有限责任公司,130339041046.0,40.13,"限售流通股,流通A股",2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
2,中华人民共和国财政部,127361764737.0,39.21,限售流通股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
3,香港中央结算代理人有限公司,29194868091.0,8.99,流通H股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,3826350829.0,1.18,流通A股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
6,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
7,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1256993914.0,0.39,流通A股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
8,Standard Chartered Bank,1217281000.0,0.37,流通H股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
9,华宝信托有限责任公司-单一类资金信托R2008ZX013,1105576095.0,0.34,流通A股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
10,中国平安人寿保险股份有限公司-传统-高利率保单产品,866936059.0,0.27,流通A股,2012-03-31,2012-04-28,,358308.0,906467.0,601288.SH
1,中央汇金投资有限责任公司,130309632497.0,40.12,"流通A股,限售流通股",2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
2,中华人民共和国财政部,127361764737.0,39.21,限售流通股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
3,香港中央结算代理人有限公司,29194189691.0,8.99,流通H股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,3143606199.0,0.97,流通A股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
6,中国人寿保险股份有限公司-分红-个人分红-005LFH002沪,1340244522.0,0.41,"流通A股,限售流通股",2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
7,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
8,Standard Chartered Bank,1217281000.0,0.37,流通H股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
9,华宝信托有限责任公司-单一类资金信托R2008ZX013,1105576095.0,0.34,流通A股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
10,中国平安人寿保险股份有限公司-传统-高利率保单产品,866936059.0,0.27,流通A股,2011-12-31,2012-03-23,,395208.0,821831.0,601288.SH
1,中央汇金投资有限责任公司,130039068339.0,40.04,"限售流通股,流通A股",2011-10-10,2011-10-11,,,,601288.SH
,,,,,2011-10-10,2011-10-11,,,,601288.SH
,,,,,2011-10-10,2011-10-11,,,,601288.SH
,,,,,2011-10-10,2011-10-11,,,,601288.SH
1,中央汇金投资有限责任公司,130000000000.0,40.03,限售流通股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
2,中华人民共和国财政部,127361764737.0,39.21,限售流通股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
3,香港中央结算代理人有限公司,29193155601.0,8.99,流通H股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,2472968793.0,0.76,流通A股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
6,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
7,STANDARD CHARTERED BANK(渣打银行),1217281000.0,0.37,流通H股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
8,中国人寿保险股份有限公司-分红-个人分红-005L-FH002 沪,1192907000.0,0.37,"流通A股,限售流通股",2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
9,华宝信托有限责任公司-单一类资金信托R2008ZX013,1119076095.0,0.34,流通A股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
10,中国平安人寿保险股份有限公司-传统-高利率保单产品,866936059.0,0.27,流通A股,2011-09-30,2011-10-27,,441846.0,735084.0,601288.SH
1,汇金公司,130000000000.0,40.03,限售流通股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
2,财政部,127361764737.0,39.21,限售流通股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
3,香港中央结算代理人有限公司,28882255054.0,8.89,"流通H股,限售流通股",2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
4,社保基金理事会,9797058826.0,3.02,限售流通股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,1956840488.0,0.6,流通A股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
6,社保基金理事会转持三户,1325882341.0,0.41,限售流通股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
7,渣打银行(STANDARD CHARTERED BANK),1217281000.0,0.37,限售流通股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
8,中国人寿保险股份有限公司-分红-个人分红-005L-FH002 沪,1188757000.0,0.37,限售流通股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
9,华宝信托有限责任公司-单一类资金信托R2008ZX013,1060125040.0,0.33,流通A股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
10,中国平安人寿保险股份有限公司-传统-高利率保单产品,866936059.0,0.27,流通A股,2011-06-30,2011-08-26,,384439.0,844852.0,601288.SH
1,中央汇金投资有限责任公司,130000000000.0,40.03,限售流通股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
2,中华人民共和国财政部,127361764737.0,39.21,限售流通股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
3,香港中央结算代理人有限公司,28893704054.0,8.9,"流通H股,限售流通股",2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,2394139513.0,0.74,流通A股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
6,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
7,中国人寿保险股份有限公司 - 分红 -个人分红 - 005L -FH002沪,1267757000.0,0.39,"流通A股,限售流通股",2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
8,华宝信托有限责任公司 - 单一类资金信托R2008ZX013,1241125040.0,0.38,流通A股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
9,STANDARD CHARTERED BANK(渣打银行),1217281000.0,0.37,限售流通股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
10,英大国际控股集团有限公司,746268000.0,0.23,限售流通股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
11,中国烟草总公司,746268000.0,0.23,限售流通股,2011-03-31,2011-04-28,,503492.0,645083.0,601288.SH
1,汇金公司,130000000000.0,40.03,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
2,财政部,127361764737.0,39.21,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
3,香港中央结算代理人有限公司,28889057076.0,8.89,"流通H股,限售流通股",2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
4,全国社会保障基金理事会,9797058826.0,3.02,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
5,中国平安人寿保险股份有限公司-传统-普通保险产品,1441773826.0,0.44,流通A股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
6,全国社会保障基金理事会转持三户,1325882341.0,0.41,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
7,华宝信托有限责任公司-单一类资金信托R2008ZX013,1244100089.0,0.38,流通A股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
8,渣打银行(STANDARDCHARTEREDBANK),1217281000.0,0.37,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
9,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1188757000.0,0.37,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
10,中国烟草总公司,746268000.0,0.23,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
11,国网资产管理有限公司,746268000.0,0.23,限售流通股,2010-12-31,2011-03-30,,620299.0,523609.0,601288.SH
1,中央汇金投资有限责任公司,130000000000.0,44.48,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
2,中华人民共和国财政部,128929411770.0,44.12,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
3,全国社会保障基金理事会,11070588230.0,3.79,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
4,中国人寿保险股份有限公司,1188757000.0,0.41,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
5,中国烟草总公司,746268000.0,0.26,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
6,国网资产管理有限公司,746268000.0,0.26,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
7,中国铁路建设投资公司,742974000.0,0.25,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
8,中油资产管理有限公司,594379000.0,0.2,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
9,鞍山钢铁集团公司,594379000.0,0.2,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
10,中海石油财务有限责任公司,446045014.0,0.15,限售流通股,2010-07-14,2010-07-14,,,,601288.SH
1,汇金公司,130000000000.0,48.15,限售流通股,2010-07-06,2010-06-04,,,,601288.SH
2,财政部,130000000000.0,48.15,限售流通股,2010-07-06,2010-06-04,,,,601288.SH
3,社保基金理事会,10000000000.0,3.7,限售流通股,2010-07-06,2010-06-04,,,,601288.SH
,,,,,2010-07-06,2010-06-04,,,,601288.SH
1,汇金公司,130000000000.0,48.15,国有股,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
2,财政部,130000000000.0,48.15,国有股,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
3,社保基金理事会,10000000000.0,3.7,国有股,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
,,,,,2010-06-30,2010-08-28,,3.0,90000090000.0,601288.SH
1,中央汇金投资有限责任公司,130000000000.0,50.0,国有股,2009-01-15,2009-05-11,,,,601288.SH
2,中华人民共和国财政部,130000000000.0,50.0,国有股,2009-01-15,2009-05-11,,,,601288.SH
,,,,,2009-01-15,2009-05-11,,,,601288.SH
,,,,,2009-01-15,2009-05-11,,,,601288.SH
1,中央汇金投资有限责任公司,130000000000.0,50.0,国有股,2008-11-06,2008-11-07,,,,601288.SH
2,中华人民共和国财政部,130000000000.0,50.0,国有股,2008-11-06,2008-11-07,,,,601288.SH
,,,,,2008-11-06,2008-11-07,,,,601288.SH
,,,,,2008-11-06,2008-11-07,,,,601288.SH
1,中华人民共和国财政部,133865000000.0,100.0,国有股,2008-03-19,2008-03-19,,,,601288.SH
,,,,,2008-03-19,2008-03-19,,,,601288.SH
,,,,,2008-03-19,2008-03-19,,,,601288.SH
,,,,,2008-03-19,2008-03-19,,,,601288.SH
